Chromosome,Source,Feature,Start,End,Score,Strand,Frame,gene_id,gene_name,gene_source,gene_biotype,transcript_id,transcript_name,transcript_source,transcript_biotype,tag,exon_number,exon_id,protein_id
chrIV,sgd,gene,241417,241840,.,+,.,YDL123W,SNA4,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,371239,371761,.,+,.,YDL046W,NPC2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,239758,240258,,+,,YDL124W,,,,,,,,,,,
chrIV,sgd,gene,1525094,1525523,.,-,.,YDR544C,,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,437324,437546,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1248153,1249821,.,-,.,YDR387C,CIN10,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,520515,520692,.,-,.,YDR034C-A,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1236557,1238004,.,+,.,YDR381W,YRA1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,629375,629875,,+,,YDR092W,,,,,,,,,,,
chrIV,,intergenic,1165160,1167213,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,520692,521192,,-,,YDR034C-A,,,,,,,,,,,
chrIV,,promoter,1394620,1395120,,+,,YDR466W,,,,,,,,,,,
chrIV,,promoter,368211,368711,,-,,YDL048C,,,,,,,,,,,
chrIV,sgd,gene,746737,748357,.,+,.,YDR145W,TAF12,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1185606,1186106,,+,,YDR356W,,,,,,,,,,,
chrIV,,promoter,1080199,1080699,,-,,YDR309C,,,,,,,,,,,
chrIV,,intergenic,1239824,1239959,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,240917,241417,,+,,YDL123W,,,,,,,,,,,
chrIV,sgd,gene,432924,433248,.,-,.,YDL009C,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,453044,453650,.,+,.,YDR002W,YRB1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1382046,1382546,,-,,YDR458C,,,,,,,,,,,
chrIV,sgd,gene,1526320,1531711,.,+,.,YDR545W,YRF1-1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,220771,221271,,-,,YDL134C,,,,,,,,,,,
chrIV,sgd,gene,570648,573726,.,+,.,YDR060W,MAK21,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,400996,403291,.,-,.,YDL028C,MPS1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,971807,974243,.,-,.,YDR258C,HSP78,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1410452,1411127,.,-,.,YDR476C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,559748,560248,,+,,YDR053W,,,,,,,,,,,
chrIV,sgd,gene,1266294,1266795,.,+,.,YDR396W,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,578662,579112,.,+,.,YDR063W,AIM7,sgd,protein_coding,,,,,,,,
chrIV,,promoter,392057,392557,,-,,YDL035C,,,,,,,,,,,
chrIV,,promoter,582498,582998,,-,,YDR066C,,,,,,,,,,,
chrIV,,promoter,1039509,1040009,,-,,YDR289C,,,,,,,,,,,
chrIV,,promoter,500599,501099,,+,,YDR029W,,,,,,,,,,,
chrIV,sgd,gene,945150,945438,.,+,.,YDR241W,BUD26,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,440754,441013,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,865011,867522,.,-,.,YDR207C,UME6,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1466286,1466452,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1010175,1011273,.,+,.,YDR273W,DON1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,424208,425732,.,+,.,YDL017W,CDC7,sgd,protein_coding,,,,,,,,
chrIV,,promoter,163789,164289,,+,,YDL165W,,,,,,,,,,,
chrIV,,promoter,1405854,1406354,,-,,YDR473C,,,,,,,,,,,
chrIV,sgd,gene,924784,926146,.,+,.,YDR229W,IVY1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,316970,320120,.,-,.,YDL077C,VAM6,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1385286,1385523,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1362877,1364902,.,+,.,YDR452W,PPN1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,687267,687767,,+,,YDR118W-A,,,,,,,,,,,
chrIV,sgd,gene,1429187,1430789,.,-,.,YDR488C,PAC11,sgd,protein_coding,,,,,,,,
chrIV,,promoter,302670,303170,,-,,YDL085C-A,,,,,,,,,,,
chrIV,,promoter,226892,227392,,+,,YDL131W,,,,,,,,,,,
chrIV,,promoter,33918,34418,,-,,YDL235C,,,,,,,,,,,
chrIV,sgd,gene,3761,3836,.,+,.,YDL247W-A,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,15703,16203,,+,,YDL244W,,,,,,,,,,,
chrIV,sgd,gene,229170,229431,.,+,.,YDL130W-A,STF1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,413000,413452,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1184746,1185889,.,+,.,YDR354W,TRP4,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1109847,1110088,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1246083,1247982,.,+,.,YDR386W,MUS81,sgd,protein_coding,,,,,,,,
chrIV,,promoter,741600,742100,,-,,YDR142C,,,,,,,,,,,
chrIV,sgd,gene,34236,36477,.,-,.,YDL234C,GYP7,sgd,protein_coding,,,,,,,,
chrIV,,promoter,844861,845361,,-,,YDR192C,,,,,,,,,,,
chrIV,sgd,gene,1096063,1097386,.,+,.,YDR316W-A,,sgd,transposable_element,,,,,,,,
chrIV,sgd,gene,484162,485365,.,-,.,YDR019C,GCV1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,847570,848070,,+,,YDR194W-A,,,,,,,,,,,
chrIV,,promoter,975782,976282,,-,,YDR259C,,,,,,,,,,,
chrIV,,promoter,276371,276871,,+,,YDL102W,,,,,,,,,,,
chrIV,,promoter,861553,862053,,+,,YDR206W,,,,,,,,,,,
chrIV,,intergenic,292140,292280,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1436216,1436588,.,+,.,YDR493W,MZM1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,813951,814451,,+,,YDR176W,,,,,,,,,,,
chrIV,sgd,gene,843568,844861,.,-,.,YDR192C,NUP42,sgd,protein_coding,,,,,,,,
chrIV,,promoter,232151,232651,,+,,YDL128W,,,,,,,,,,,
chrIV,sgd,gene,1058175,1058814,.,-,.,YDR298C,ATP5,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1093762,1095178,.,+,.,YDR316W,OMS1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1305072,1305629,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1071386,1071886,,-,,YDR303C,,,,,,,,,,,
chrIV,sgd,gene,645857,651126,.,-,.,YDR098C-B,,sgd,transposable_element,,,,,,,,
chrIV,,promoter,1140667,1141167,,+,,YDR335W,,,,,,,,,,,
chrIV,,promoter,1401269,1401769,,+,,YDR471W,,,,,,,,,,,
chrIV,,promoter,97953,98453,,-,,YDL203C,,,,,,,,,,,
chrIV,,promoter,42199,42699,,+,,YDL230W,,,,,,,,,,,
chrIV,sgd,gene,1380054,1382046,.,-,.,YDR458C,HEH2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,174417,174917,,+,,YDL156W,,,,,,,,,,,
chrIV,sgd,gene,521313,521469,.,+,.,YDR034W-B,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,274876,275376,,-,,YDL104C,,,,,,,,,,,
chrIV,,promoter,199732,200232,,-,,YDL144C,,,,,,,,,,,
chrIV,,intergenic,1257347,1257357,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,980973,981055,.,-,.,tS(AGA)D2,,sgd,tRNA,,,,,,,,
chrIV,,promoter,365874,366374,,-,,YDL049C,,,,,,,,,,,
chrIV,,promoter,806120,806620,,+,,YDR171W,,,,,,,,,,,
chrIV,sgd,gene,295033,296329,.,-,.,YDL090C,RAM1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,558060,558560,,-,,YDR051C,,,,,,,,,,,
chrIV,,promoter,768753,769253,,-,,YDR154C,,,,,,,,,,,
chrIV,sgd,gene,1202842,1204210,.,-,.,YDR364C,CDC40,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,372687,373608,.,-,.,YDL045C,FAD1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,465383,465883,,-,,YDR010C,,,,,,,,,,,
chrIV,sgd,gene,576473,578159,.,+,.,YDR062W,LCB2,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1201749,1201822,.,+,.,tK(CUU)D1,,sgd,tRNA,,,,,,,,
chrIV,,promoter,37986,38486,,+,,YDL232W,,,,,,,,,,,
chrIV,sgd,gene,655685,657467,.,-,.,YDR101C,ARX1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,268920,269976,.,+,.,YDL107W,MSS2,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,116320,116866,.,+,.,YDL192W,ARF1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,583712,584645,.,+,.,YDR068W,DOS2,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,888911,889250,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1169177,1170143,.,+,.,YDR347W,MRP1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1354633,1354828,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,118706,121592,.,-,.,YDL190C,UFD2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1003502,1004002,,-,,YDR267C,,,,,,,,,,,
chrIV,sgd,gene,588097,588379,.,-,.,YDR070C,FMP16,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,330665,331040,.,-,.,YDL071C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1510401,1510901,,+,,YDR538W,,,,,,,,,,,
chrIV,sgd,gene,958680,959802,.,-,.,YDR249C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1271722,1272222,,+,,YDR401W,,,,,,,,,,,
chrIV,,intergenic,33234,33414,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,981461,982778,.,+,.,YDR261W-A,,sgd,transposable_element,,,,,,,,
chrIV,sgd,gene,520971,521043,.,+,.,tQ(UUG)D1,,sgd,tRNA,,,,,,,,
chrIV,sgd,gene,1466452,1468444,.,-,.,YDR508C,GNP1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1031935,1032435,,+,,YDR285W,,,,,,,,,,,
chrIV,,promoter,844053,844553,,+,,YDR193W,,,,,,,,,,,
chrIV,sgd,gene,1331236,1332841,.,+,.,YDR434W,GPI17,sgd,protein_coding,,,,,,,,
chrIV,,promoter,51944,52444,,+,,YDL225W,,,,,,,,,,,
chrIV,,promoter,1520698,1521198,,-,,YDR541C,,,,,,,,,,,
chrIV,,promoter,364817,365317,,-,,YDL050C,,,,,,,,,,,
chrIV,,promoter,1311539,1312039,,+,,YDR421W,,,,,,,,,,,
chrIV,sgd,gene,667003,667858,.,+,.,YDR106W,ARP10,sgd,protein_coding,,,,,,,,
chrIV,,promoter,609940,610440,,+,,YDR082W,,,,,,,,,,,
chrIV,,promoter,1345146,1345646,,+,,YDR442W,,,,,,,,,,,
chrIV,sgd,gene,766735,767971,.,-,.,YDR153C,ENT5,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1171825,1172325,,-,,YDR348C,,,,,,,,,,,
chrIV,sgd,gene,1470499,1471063,.,-,.,YDR512C,EMI1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1452918,1453309,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1116763,1117263,,-,,YDR324C,,,,,,,,,,,
chrIV,sgd,gene,1288214,1288859,.,-,.,YDR408C,ADE8,sgd,protein_coding,,,,,,,,
chrIV,,promoter,413452,413952,,+,,YDL021W,,,,,,,,,,,
chrIV,sgd,gene,1483140,1483476,.,+,.,YDR521W,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,685381,685881,,+,,YDR118W,,,,,,,,,,,
chrIV,,promoter,431517,432017,,-,,YDL012C,,,,,,,,,,,
chrIV,sgd,gene,148606,149086,.,-,.,YDL172C,,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,567555,567722,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,20634,21006,.,+,.,YDL241W,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,45918,46418,,-,,YDL228C,,,,,,,,,,,
chrIV,sgd,gene,1424819,1427207,.,-,.,YDR485C,VPS72,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,769524,769938,.,+,.,YDR156W,RPA14,sgd,protein_coding,,,,,,,,
chrIV,,promoter,350933,351433,,+,,YDL057W,,,,,,,,,,,
chrIV,sgd,gene,387512,388901,.,-,.,YDL036C,PUS9,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,568963,569035,.,+,.,tD(GUC)D,,sgd,tRNA,,,,,,,,
chrIV,sgd,gene,603592,603811,.,-,.,YDR079C-A,TFB5,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,694175,694199,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1470016,1470418,.,+,.,YDR511W,SDH7,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1330040,1330736,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,635839,636175,.,+,.,YDR094W,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,363951,364779,.,+,.,YDL051W,LHP1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,831513,832013,,-,,YDR184C,,,,,,,,,,,
chrIV,sgd,gene,1297036,1298161,.,-,.,YDR415C,,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,372535,372687,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,339856,340282,.,+,.,YDL062W,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,334216,334396,.,-,.,YDL067C,COX9,sgd,protein_coding,,,,,,,,
chrIV,,promoter,788948,789448,,+,,YDR167W,,,,,,,,,,,
chrIV,sgd,gene,463433,464996,.,+,.,YDR009W,GAL3,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1045639,1049392,.,-,.,YDR293C,SSD1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1277169,1277669,,-,,YDR404C,,,,,,,,,,,
chrIV,,promoter,1298161,1298661,,-,,YDR415C,,,,,,,,,,,
chrIV,sgd,gene,1035994,1036873,.,+,.,YDR287W,INM2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1245583,1246083,,+,,YDR386W,,,,,,,,,,,
chrIV,,promoter,286558,287058,,+,,YDL095W,,,,,,,,,,,
chrIV,,intergenic,812850,813192,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,796192,802222,.,-,.,YDR170C,SEC7,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1443403,1443903,,-,,YDR496C,,,,,,,,,,,
chrIV,,intergenic,1188941,1189198,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1358902,1359402,,-,,YDR449C,,,,,,,,,,,
chrIV,sgd,gene,301654,302089,.,-,.,YDL086C-A,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,557055,558060,.,-,.,YDR051C,DET1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1447329,1447829,,+,,YDR499W,,,,,,,,,,,
chrIV,,intergenic,561125,561439,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,13860,15703,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,683945,685643,.,-,.,YDR117C,TMA64,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1035063,1035230,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,1022821,1023510,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,52173,52673,,-,,YDL226C,,,,,,,,,,,
chrIV,,promoter,830654,831154,,-,,YDR183C-A,,,,,,,,,,,
chrIV,sgd,gene,903780,905052,.,-,.,YDR218C,SPR28,sgd,protein_coding,,,,,,,,
chrIV,,promoter,743874,744374,,-,,YDR143C,,,,,,,,,,,
chrIV,,promoter,376480,376980,,-,,YDL043C,,,,,,,,,,,
chrIV,,intergenic,132333,132936,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,1057600,1058175,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,465050,465383,.,-,.,YDR010C,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,720961,721297,.,-,.,YDR133C,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,742041,743874,.,-,.,YDR143C,SAN1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1427207,1427707,,-,,YDR485C,,,,,,,,,,,
chrIV,,promoter,1256847,1257347,,-,,YDR390C,,,,,,,,,,,
chrIV,sgd,gene,397536,399129,.,+,.,YDL030W,PRP9,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1278437,1278709,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1003503,1004003,,+,,YDR268W,,,,,,,,,,,
chrIV,sgd,gene,1005674,1008689,.,+,.,YDR270W,CCC2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,423510,424010,,-,,YDL018C,,,,,,,,,,,
chrIV,,promoter,1185282,1185782,,-,,YDR354C-A,,,,,,,,,,,
chrIV,,promoter,959802,960302,,-,,YDR249C,,,,,,,,,,,
chrIV,,intergenic,921647,921925,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1206383,1206883,,-,,YDR365C,,,,,,,,,,,
chrIV,,intergenic,603399,603507,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,694699,697894,.,+,.,YDR122W,KIN1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1407463,1410094,.,-,.,YDR475C,JIP4,sgd,protein_coding,,,,,,,,
chrIV,,promoter,551359,551859,,+,,YDR047W,,,,,,,,,,,
chrIV,,promoter,1112293,1112793,,-,,YDR322C-A,,,,,,,,,,,
chrIV,,promoter,903480,903980,,-,,YDR217C,,,,,,,,,,,
chrIV,,intergenic,1340719,1341992,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,407706,408450,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,65018,65518,,-,,YDL220C,,,,,,,,,,,
chrIV,sgd,gene,1392491,1392680,.,-,.,YDR464C-A,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,520813,521313,,+,,YDR034W-B,,,,,,,,,,,
chrIV,sgd,gene,1329599,1330040,.,+,.,YDR433W,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,253994,255126,.,-,.,YDL115C,IWR1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,867723,868223,,+,,YDR208W,,,,,,,,,,,
chrIV,,promoter,1150380,1150880,,+,,YDR340W,,,,,,,,,,,
chrIV,,promoter,1511593,1512093,,+,,YDR539W,,,,,,,,,,,
chrIV,,promoter,454281,454781,,+,,YDR003W-A,,,,,,,,,,,
chrIV,sgd,gene,1125301,1125628,.,+,.,YDR327W,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,926222,926570,.,+,.,YDR230W,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,183018,183518,,-,,YDL153C,,,,,,,,,,,
chrIV,sgd,gene,272388,273597,.,+,.,YDL105W,NSE4,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1035494,1035994,,+,,YDR287W,,,,,,,,,,,
chrIV,,promoter,385587,386087,,-,,YDL037C,,,,,,,,,,,
chrIV,,promoter,332999,333499,,+,,YDL068W,,,,,,,,,,,
chrIV,sgd,gene,296819,298274,.,+,.,YDL089W,NUR1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,479114,482267,.,-,.,YDR017C,KCS1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1434923,1435874,.,+,.,YDR492W,IZH1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,114171,114671,,+,,YDL193W,,,,,,,,,,,
chrIV,sgd,gene,437771,437853,.,+,.,tS(AGA)D1,,sgd,tRNA,,,,,,,,
chrIV,sgd,gene,780389,781100,.,-,.,YDR162C,NBP2,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,44064,45906,.,+,.,YDL229W,SSB1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,827581,829057,.,+,.,YDR182W,CDC1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1493026,1494085,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,948517,950284,.,-,.,YDR243C,PRP28,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,700314,701289,.,+,.,YDR124W,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1219412,1220948,.,+,.,YDR371W,CTS2,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1354828,1355553,.,-,.,YDR447C,RPS17B,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1471547,1472999,.,-,.,YDR514C,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,96081,97953,.,-,.,YDL203C,ACK1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1164660,1165160,,-,,YDR345C,,,,,,,,,,,
chrIV,sgd,gene,963411,963861,.,+,.,YDR252W,BTT1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1386815,1388375,.,+,.,YDR463W,STP1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,458541,461247,.,-,.,YDR006C,SOK1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,806620,807748,.,+,.,YDR171W,HSP42,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,217599,218367,.,+,.,YDL136W,RPL35B,sgd,protein_coding,,,,,,,,
chrIV,,promoter,190423,190923,,+,,YDL147W,,,,,,,,,,,
chrIV,,promoter,330447,330947,,-,,YDL072C,,,,,,,,,,,
chrIV,sgd,gene,1436929,1438015,.,+,.,YDR494W,RSM28,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,103648,104551,.,-,.,YDL198C,GGC1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,667858,668006,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1206996,1208319,.,+,.,YDR365W-A,,sgd,transposable_element,,,,,,,,
chrIV,,intergenic,1111692,1112002,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,727758,728258,,+,,YDR137W,,,,,,,,,,,
chrIV,sgd,gene,531306,534582,.,-,.,YDR039C,ENA2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,550576,551076,,-,,YDR046C,,,,,,,,,,,
chrIV,,promoter,1522748,1523248,,+,,YDR542W,,,,,,,,,,,
chrIV,,promoter,87011,87511,,+,,YDL208W,,,,,,,,,,,
chrIV,sgd,gene,974630,975782,.,-,.,YDR259C,YAP6,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1292371,1293091,.,-,.,YDR410C,STE14,sgd,protein_coding,,,,,,,,
chrIV,,promoter,371747,372247,,+,,YDL045W-A,,,,,,,,,,,
chrIV,,promoter,1319841,1320341,,-,,YDR424C,,,,,,,,,,,
chrIV,sgd,gene,1328389,1328701,.,+,.,YDR431W,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1274601,1276212,.,+,.,YDR403W,DIT1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,556972,557055,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,929098,929469,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,1133070,1133259,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,95786,96081,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1124925,1125425,,-,,YDR326C,,,,,,,,,,,
chrIV,sgd,gene,1434499,1434991,.,-,.,YDR491C,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,337486,338070,.,+,.,YDL064W,UBC9,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1513605,1517135,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,384600,385587,.,-,.,YDL037C,BSC1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,201582,201718,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,84269,85985,.,+,.,YDL210W,UGA4,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,427363,428347,.,+,.,YDL014W,NOP1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1318045,1319275,.,-,.,YDR423C,CAD1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,80912,83547,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1149466,1149966,,-,,YDR338C,,,,,,,,,,,
chrIV,sgd,gene,284580,285165,.,-,.,YDL098C,SNU23,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,473156,473783,.,+,.,YDR013W,PSF1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,992349,992633,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1182798,1183298,,+,,YDR353W,,,,,,,,,,,
chrIV,,promoter,1497768,1498268,,-,,YDR530C,,,,,,,,,,,
chrIV,sgd,gene,1176119,1178174,.,-,.,YDR350C,ATP22,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,135178,135436,.,+,.,YDL181W,INH1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1013643,1014143,,-,,YDR276C,,,,,,,,,,,
chrIV,,promoter,3261,3761,,+,,YDL247W-A,,,,,,,,,,,
chrIV,,promoter,685643,686143,,-,,YDR117C,,,,,,,,,,,
chrIV,,intergenic,253746,253994,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1081127,1084316,.,-,.,YDR310C,SUM1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,338271,340134,.,-,.,YDL063C,SYO1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1014143,1014400,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,794573,794723,.,-,.,YDR169C-A,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1325500,1328470,.,-,.,YDR430C,CYM1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1135931,1140476,.,+,.,YDR334W,SWR1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,202570,203070,,-,,YDL142C,,,,,,,,,,,
chrIV,,promoter,1127595,1128095,,-,,YDR329C,,,,,,,,,,,
chrIV,,promoter,1294192,1294692,,+,,YDR412W,,,,,,,,,,,
chrIV,,promoter,1186369,1186869,,-,,YDR355C,,,,,,,,,,,
chrIV,,promoter,1355564,1356064,,+,,YDR448W,,,,,,,,,,,
chrIV,sgd,gene,1456310,1456694,.,-,.,YDR504C,SPG3,sgd,protein_coding,,,,,,,,
chrIV,,promoter,294759,295259,,-,,YDL091C,,,,,,,,,,,
chrIV,,intergenic,840392,840603,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,587719,588219,,-,,YDR069C,,,,,,,,,,,
chrIV,,intergenic,503863,504098,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,930628,931128,,+,,YDR234W,,,,,,,,,,,
chrIV,,promoter,93745,94245,,-,,YDL205C,,,,,,,,,,,
chrIV,sgd,gene,1512093,1513605,.,+,.,YDR539W,FDC1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,159103,159603,,+,,YDL168W,,,,,,,,,,,
chrIV,sgd,gene,593892,596583,.,+,.,YDR074W,TPS2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,242051,242551,,+,,YDL122W,,,,,,,,,,,
chrIV,sgd,gene,560248,560644,.,+,.,YDR053W,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,681674,682174,,+,,YDR115W,,,,,,,,,,,
